,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
17494,Richard Corliss,True,167260,TIME Magazine,The film event of the millennium.,2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
17488,Liam Lacey,True,167260,Globe and Mail,"A movie for our time, perhaps for all time, mostly a good time and definitely a long time.",2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17493,Andrew O'Hehir,True,167260,Salon.com,The final chapter completes The Lord of the Rings series in thrilling style -- and restores faith in the idea that popular entertainment can soar to majestic heights.,2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17489,Tom Long,True,167260,Detroit News,It reminds you of the power of film like no other movie in memory.,2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17490,Robert Denerstein,True,167260,Denver Rocky Mountain News,"I went along with the first and admired the second, but it wasn't until the third that I was swept away by the magnitude of Jackson's vision.",2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17487,Roger Moore,True,167260,Orlando Sentinel,"The thrilling conclusion to what has become the film event of our time -- the definitive screen fantasy -- features more spellbinding moments, bigger battles, more emotion and more poetry than the terrific first two films in the trilogy.",2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17486,Peter Howell,True,167260,Toronto Star,"Completes the picture, magnificently so, and all honour and praise are due the visionaries behind the project.",2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17491,Lisa Kennedy,True,167260,Denver Post,Confirms Jackson's reputation as a kinetic director who has made author J.R.R. Tolkien's work his own -- not as plagiarist but as a visionary.,2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17492,Roger Ebert,True,167260,Chicago Sun-Times,"Return of the King is such a crowning achievement, such a visionary use of all the tools of special effects, such a pure spectacle, that it can be enjoyed even by those who have not seen the first two films.",2003-12-17,10156,The Lord of the Rings: The Return of the King,2003-12-17,2003,False
17484,Bill Muller,True,167260,Arizona Republic,"Not only has Jackson boldly and faithfully brought J.R.R. Tolkien's world to life, he's created the most epic and sweeping fantasy adventure of all time.",2003-12-18,10156,The Lord of the Rings: The Return of the King,2003-12-18,2003,False
17485,Scott Foundas,True,167260,L.A. Weekly,"Both the longest film in the series and the most confidently paced, striking an ideal balance of combat and camaraderie.",2003-12-18,10156,The Lord of the Rings: The Return of the King,2003-12-18,2003,False
7471,Colin Covert,True,53459,Minneapolis Star Tribune,It infects your dreams with dread and desperation.,2003-12-18,770698712,Les yeux sans visage,2003-12-18,2003,False
19299,Connie Ogle,True,304415,Miami Herald,"There are a few reasons to enjoy the film, namely its likable cast, its noble aim -- of dramatizing one of the many small steps that led to the overhaul of women's higher education -- and its unexpected ability to surprise you.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
4390,Moira MacDonald,True,337909,Seattle Times,A heartwarmer of a story.,2003-12-19,10412,Calendar Girls,2003-12-19,2003,False
4389,Geoff Pevere,False,337909,Toronto Star,"There's a terrific comedy buried somewhere here about moral hypocrisy and community panic, but it never fully emerges.",2003-12-19,10412,Calendar Girls,2003-12-19,2003,False
4388,Mike Clark,True,337909,USA Today,The never-naughty Calendar Girls is as easy to take as it is because director Nigel Cole avoids the hard sell.,2003-12-19,10412,Calendar Girls,2003-12-19,2003,False
19288,Stephen Hunter,True,304415,Washington Post,"Anyone who's ever been moved by a teacher to dream a slightly bigger dream than his parents thought he or she was capable of achieving ought to love the film, for it gets at a truer model of teacher's inspiration.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19290,Claudia Puig,False,304415,USA Today,"Rather than being a fascinating exploration of a much more constrained time in our social history, the film simply feels anachronistic.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19291,Geoff Pevere,False,304415,Toronto Star,[Roberts] is an anachronistic pop-feminist on a mission.,2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19300,Eric Harrison,True,304415,Houston Chronicle,"A Dead Poets Society for girls, substituting Roberts' luminosity for Robin Williams' mania.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19292,Moira MacDonald,False,304415,Seattle Times,"There seems to be an odd idealization, or trivialization, of the characters that makes the movie ultimately unsatisfying.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19294,Joe Baltake,True,304415,Sacramento Bee,"May not be the personably 'serious' movie it sees itself as -- and it may miss its mark by aiming too intently at its target -- but it still manages to work on other, more simplistic levels that are nevertheless valid.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19295,Jay Boyar,True,304415,Orlando Sentinel,"When was the last time you saw a mainstream movie with big, flashy stars that featured a fairly sophisticated discussion of the nature of art?",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19302,Tom Long,False,304415,Detroit News,"An under-achieving film about how much women can achieve, featuring actors of such potential, seems more than a bit cynical even by Hollywood standards.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19296,Stephen Whitty,False,304415,Newark Star-Ledger,"The movie is only interesting intermittently, and the period details don't feel right.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19297,Jonathan Foreman,False,304415,New York Post,"Sanctimonious, relentlessly predictable and willfully ignorant of the period it's set in.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19301,Rick Groen,True,304415,Globe and Mail,"Such a mixed-up child, but not without worthy intentions and glimmers of realized potential -- sorry, but I just can't bring myself to come down too hard.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19298,Jami Bernard,False,304415,New York Daily News,"This is not a feminist movie. It even feels at times like a step back, partly because the cliches are so tired.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19293,Mick LaSalle,False,304415,San Francisco Chronicle,"It's hard to believe Katherine could become a beloved teacher or inspire her students, and in the case of Mona Lisa Smile that's the same as saying it's hard to believe the movie.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19289,Desson Thomson,False,304415,Washington Post,"Like the turtleneck cashmere sweaters and girdles that tie down these promising women, the movie is trite and trussed.",2003-12-19,10479,Mona Lisa Smile,2003-12-19,2003,False
19286,Stephanie Zacharek,True,304415,Salon.com,"In terms of the gap between the movie it's trying to be and the movie it actually is, Mona Lisa Smile is in many ways indefensible. Yet for all its problems, it's satisfyingly movielike.",2003-12-20,10479,Mona Lisa Smile,2003-12-20,2003,False
4387,Stephanie Zacharek,False,337909,Salon.com,"Unlike the flowers and the women of Yorkshire, Calendar Girls hits its stride early on, and goes to seed well before we can enjoy its full bloom.",2003-12-20,10412,Calendar Girls,2003-12-20,2003,False
4386,Richard Roeper,True,337909,Ebert & Roeper,"... good-natured confection, filled with breezy humor and heartfelt relationships ...",2003-12-22,10412,Calendar Girls,2003-12-22,2003,False
19285,Peter Travers,False,304415,Rolling Stone,"Women of the Fifties, rise up in protest.",2003-12-23,10479,Mona Lisa Smile,2003-12-23,2003,False
17302,Moira MacDonald,True,316396,Seattle Times,Little children may find it a bit scary ... but it's a warmhearted and often magical adventure.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17303,Bruce Newman,True,316396,San Jose Mercury News,"If, as you go into the theater, you hear people coming out still chanting 'I do believe in fairies. I do! I do!' do not be alarmed. Soon you will be joining them.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17308,A.O. Scott,True,316396,New York Times,What distinguishes this Peter Pan from other versions is its unsentimental insight into the terrors and delights of both childhood and growing up.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17298,Desson Thomson,False,316396,Washington Post,"With only a few exceptions, the performances (and the script) range between dull and mediocre.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17314,Rene Rodriguez,False,316396,Miami Herald,"There just isn't enough in the movie, despite its marvelous design, to warrant another visit to this material.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17313,Ty Burr,True,316396,Boston Globe,Has in the young British actress Rachel Hurd-Wood a Wendy for the ages.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17312,Lisa Kennedy,True,316396,Denver Post,"Action-fortified, touching and entertaining from its beguiling beginning to its dreamy conclusion.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17311,Colin Covert,True,316396,Minneapolis Star Tribune,"Every generation deserves its own version of Peter Pan. Until the next one arrives in 2019 or so, this one will do nicely.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17299,Ann Hornaday,True,316396,Washington Post,"In this incarnation, Peter is imbued with a greater degree of psychological darkness than before.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17307,Stephen Whitty,False,316396,Newark Star-Ledger,"What it is lacking is any kind of wonder. True fairy dust is in decidedly short supply and without it, the movie sinks like a cannonball.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17305,David Hiltbrand,True,316396,Philadelphia Inquirer,Hogan's shimmering vision of Peter Pan is rewardingly sumptuous and faithful.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17304,Joe Baltake,True,316396,Sacramento Bee,"Hurd-Wood, a newcomer, brings an earnest charm to Wendy. She's letter-perfect in the role.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17310,Elizabeth Weitzman,True,316396,New York Daily News,Both enchantingly old-fashioned and daringly modern.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17301,Susan Walker,True,316396,Toronto Star,A tribute to the power of good storytelling.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17309,Lou Lumenick,True,316396,New York Post,Sumptuous-looking and engagingly acted.,2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17300,Mike Clark,False,316396,USA Today,"Familiarity doesn't exactly breed contempt, yet despite the novelty of a real boy as Peter, the movie does engender a listless been-there / eaten-that reaction.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17306,Roger Moore,True,316396,Orlando Sentinel,"It's not completely joyless, as Spielberg's Hook was. And it is not without its laughs and little pleasures.",2003-12-25,10329,Peter Pan,2003-12-25,2003,False
17297,Carla Meyer,True,316396,San Francisco Chronicle,A dazzling retelling of the J.M. Barrie tale.,2003-12-26,10329,Peter Pan,2003-12-26,2003,False
9337,Moira MacDonald,True,83866,Seattle Times,What E.T. does so well is to capture that moment in life when childhood seems to be slipping away.,2003-12-31,10489,E.T.: The Extra-Terrestrial,2003-12-31,2003,False
17827,Moira MacDonald,False,120576,Seattle Times,"What is it about dance, that most joyous of arts, that inspires so many bad movies?",2003-12-31,10407,Dance with Me,2003-12-31,2003,False
10044,Moira MacDonald,True,78788,Seattle Times,"...Coppola's sprawling, harrowing war story is not to be missed.",2003-12-31,13092,Apocalypse Now,2003-12-31,2003,False
4384,Philip Wuntch,False,337909,Dallas Morning News,"Conventional, preachy and, worst of all, predictable.",2004-01-02,10412,Calendar Girls,2004-01-02,2004,False
4385,Randy Cordova,True,337909,Arizona Republic,Cozy and enjoyable.,2004-01-02,10412,Calendar Girls,2004-01-02,2004,False
4377,Roger Moore,True,337909,Orlando Sentinel,Sentimental and eccentric.,2004-01-02,10412,Calendar Girls,2004-01-02,2004,False
